CRS_DEP_TIME,CRS_ARR_TIME,DISTANCE,DAY_OF_WEEK,origin_lat,origin_lng,dest_lat,dest_lng,arrivedLate
2245,14,299,5,41.9808,87.9067,41.5339,93.6631,NA
845,1213,1185,7,42.3631,71.0064,27.9756,82.5333,0
927,1144,641,3,30.4833,86.5253,32.8969,97.0381,0
1300,1400,239,5,29.6456,95.2789,32.8472,96.8517,1
1525,1715,740,5,40.6397,73.7789,41.9808,87.9067,0
710,809,1055,5,32.8969,97.0381,36.08,115.1522,0
635,822,413,5,42.3631,71.0064,38.9475,77.46,0
750,1016,1558,5,39.8722,75.2408,39.8617,104.6731,0
1745,2008,762,7,33.6367,84.4281,40.7772,73.8725,0
1510,1701,1009,7,33.4342,112.0117,45.5883,122.5975,1
1425,1625,1521,3,41.7861,87.7525,36.08,115.1522,1
1235,1452,802,7,32.8969,97.0381,41.9808,87.9067,1
900,1136,802,2,41.9808,87.9067,32.8969,97.0381,1
815,1112,599,1,37.6189,122.375,40.7883,111.9778,1
1809,1935,361,6,35.2139,80.9431,39.1753,76.6683,0
1110,1414,782,3,37.65,97.4331,33.6367,84.4281,0
1715,2019,641,4,39.8617,104.6731,32.8969,97.0381,0
845,1145,678,1,41.9808,87.9067,39.8722,75.2408,0
1020,1101,102,6,21.3187,157.9225,21.976,159.3389,0
930,1256,1096,6,40.7772,73.8725,25.7932,80.2906,1
925,1020,495,5,35.3931,97.6008,39.8617,104.6731,1
1945,2045,226,1,36.08,115.1522,33.6756,117.8683,1
1636,1710,102,6,21.976,159.3389,21.3187,157.9225,0
1855,2224,936,5,32.8969,97.0381,35.2139,80.9431,0
1130,1958,2475,4,33.9425,118.4072,40.6397,73.7789,1
600,1413,2402,5,47.45,122.3117,40.6925,74.1686,0
1205,1341,500,2,32.8969,97.0381,30.4072,89.07,1
1314,1437,354,2,37.6189,122.375,33.8178,118.1517,0
812,1507,1749,3,36.08,115.1522,42.2125,83.3533,1
1216,1430,708,3,32.1275,81.2022,40.6925,74.1686,1
1144,1418,794,6,43.1111,76.1064,33.6367,84.4281,0
1825,2109,1744,4,41.9808,87.9067,33.9425,118.4072,1
1320,1524,1062,7,29.9933,90.2581,39.8617,104.6731,0
945,1318,1062,2,39.8617,104.6731,29.9933,90.2581,1
2145,2155,304,2,33.4342,112.0117,32.7336,117.1897,0
2335,706,2174,5,36.08,115.1522,25.7932,80.2906,0
2225,545,2556,5,21.3187,157.9225,33.9425,118.4072,0
1700,1945,590,5,33.9425,118.4072,40.7883,111.9778,1
600,811,645,5,42.9656,83.7436,33.6367,84.4281,0
515,640,366,7,29.18,81.0581,33.6367,84.4281,0
1019,1316,1249,4,26.5362,81.7553,42.3631,71.0064,1
1800,1827,332,1,33.6367,84.4281,35.0425,89.9767,0
1525,1625,210,3,39.1753,76.6683,40.4914,80.2328,0
2010,2015,287,3,43.5644,116.2228,47.62,117.5339,1
944,1100,199,3,40.5089,122.2933,37.6189,122.375,0
845,1128,925,1,29.9844,95.3414,41.9808,87.9067,0
725,850,407,6,37.7214,122.2208,36.08,115.1522,0
1251,1602,775,4,39.8617,104.6731,30.1944,97.67,0
830,1045,1197,4,25.7932,80.2906,41.9808,87.9067,0
800,942,470,2,32.8986,80.0406,26.0726,80.1528,0
1725,2011,1814,1,40.4914,80.2328,33.4342,112.0117,0
1930,2232,689,1,29.9844,95.3414,33.6367,84.4281,0
735,800,365,7,32.1161,110.9411,36.08,115.1522,0
1455,2105,1999,1,33.4342,112.0117,39.1753,76.6683,0
2110,16,719,5,41.9808,87.9067,40.6925,74.1686,1
1630,1745,342,5,37.3628,121.9292,33.6756,117.8683,1
1320,1420,248,7,29.5336,98.4697,32.8472,96.8517,0
630,841,541,4,40.6397,73.7789,35.2139,80.9431,0
1805,1936,337,6,39.8722,75.2408,35.8778,78.7875,0
1435,1649,1150,5,41.5339,93.6631,33.4342,112.0117,0
1930,2113,462,7,41.9808,87.9067,43.5819,96.7419,NA
1205,1410,1111,7,35.0403,106.6092,45.5883,122.5975,0
705,1008,2288,2,38.9475,77.46,33.9425,118.4072,0
2014,2155,453,3,42.2125,83.3533,39.8722,75.2408,1
1731,1853,612,7,38.8522,77.0378,41.9808,87.9067,1
1900,2059,545,4,26.6832,80.0956,33.6367,84.4281,0
951,1038,163,2,21.3187,157.9225,19.7388,156.0456,0
650,840,935,5,36.1983,95.8881,33.4342,112.0117,0
1944,2145,1399,6,44.8819,93.2217,47.45,122.3117,1
1813,1919,181,5,33.4536,93.9911,32.8969,97.0381,0
630,1144,1379,4,33.9425,118.4072,29.9844,95.3414,0
1125,1559,1599,3,33.6367,84.4281,18.3373,64.9733,0
820,940,391,5,33.9425,118.4072,39.4992,119.7681,0
1940,2050,794,7,29.5336,98.4697,39.8617,104.6731,0
1515,1650,448,5,38.7486,90.37,44.8819,93.2217,1
1420,1620,1072,2,28.4294,81.3089,39.2975,94.7139,1
610,936,936,7,32.1161,110.9411,29.9844,95.3414,1
2359,516,1337,3,39.8617,104.6731,35.2139,80.9431,1
1605,1658,551,6,33.6367,84.4281,32.4467,93.8256,0
1018,1144,427,6,35.8778,78.7875,40.6397,73.7789,1
1255,1751,1199,3,39.8617,104.6731,33.6367,84.4281,0
1330,1515,445,1,40.6925,74.1686,36.0978,79.9372,1
1930,2123,453,2,39.8722,75.2408,42.2125,83.3533,0
1230,1330,239,4,29.6456,95.2789,32.8472,96.8517,0
1755,2030,1209,4,39.1753,76.6683,32.8472,96.8517,0
1628,1800,444,3,33.6367,84.4281,27.3954,82.5544,0
1140,1349,1541,1,33.6367,84.4281,32.1161,110.9411,0
1320,1645,1020,6,33.4342,112.0117,29.6456,95.2789,1
925,1150,486,4,36.08,115.1522,35.0403,106.6092,1
1620,1725,255,5,39.1753,76.6683,35.8778,78.7875,1
2146,545,2329,2,33.9425,118.4072,39.1753,76.6683,NA
1744,1841,646,7,33.4342,112.0117,37.7214,122.2208,0
1911,2057,632,2,42.2125,83.3533,42.3631,71.0064,1
615,820,529,2,40.6925,74.1686,35.2139,80.9431,0
802,920,674,3,43.5644,116.2228,33.9425,118.4072,1
851,939,74,7,42.2125,83.3533,42.7786,84.5867,0
650,850,822,7,29.5336,98.4697,36.1244,86.6783,0
1655,1820,760,5,32.8986,80.0406,41.9808,87.9067,0
600,728,363,5,37.6189,122.375,34.0561,117.6011,0
720,840,349,7,39.8617,104.6731,35.0403,106.6092,NA
1536,1651,332,6,42.2125,83.3533,42.16,76.8917,0
1145,1303,326,4,37.6189,122.375,34.2006,118.3586,0
825,930,226,6,36.08,115.1522,33.6756,117.8683,0
2110,2245,432,2,33.6367,84.4281,39.7172,86.2947,1
500,645,334,3,44.8819,93.2217,41.9808,87.9067,0
1421,1720,946,6,42.3631,71.0064,33.6367,84.4281,0
2105,2358,1025,5,26.5362,81.7553,41.4094,81.855,0
1120,1318,640,4,42.8808,85.5228,33.6367,84.4281,1
1025,1300,1050,1,28.4294,81.3089,41.9389,72.6833,0
550,712,680,7,44.8819,93.2217,39.8617,104.6731,0
1805,2010,672,1,47.45,122.3117,37.7214,122.2208,1
1414,1544,474,3,37.5053,77.3197,42.3631,71.0064,0
1750,1900,333,4,34.0561,117.6011,37.3628,121.9292,1
1155,1357,1024,3,39.8617,104.6731,47.45,122.3117,1
1759,1824,328,1,35.2139,80.9431,36.1244,86.6783,1
1755,1943,500,4,35.2139,80.9431,42.2125,83.3533,0
2320,813,2917,7,21.3187,157.9225,33.4342,112.0117,0
55,519,1448,6,61.1744,149.9964,47.45,122.3117,1
1650,1855,679,7,37.6189,122.375,47.45,122.3117,0
550,744,529,7,35.2139,80.9431,40.6925,74.1686,0
805,1009,888,2,40.7772,73.8725,38.7486,90.37,0
1010,1208,644,7,35.2139,80.9431,41.9389,72.6833,1
835,1407,1607,5,39.8617,104.6731,26.5362,81.7553,0
1745,56,1943,4,37.6189,122.375,39.7172,86.2947,0
1845,2100,2026,3,35.8778,78.7875,36.08,115.1522,1
1129,1337,813,1,35.2139,80.9431,43.6461,70.3092,1
1205,1338,432,2,33.6367,84.4281,39.7172,86.2947,0
1055,1345,655,3,35.0425,89.9767,27.9756,82.5333,0
600,705,601,5,38.8522,77.0378,41.7861,87.7525,0
1800,1945,979,2,26.5362,81.7553,38.7486,90.37,0
825,942,187,6,40.6397,73.7789,42.3631,71.0064,1
959,1232,370,6,33.9425,118.4072,33.4342,112.0117,0
547,609,223,5,42.9656,83.7436,41.9808,87.9067,1
1700,2051,2136,1,40.6397,73.7789,32.1161,110.9411,1
1420,1640,369,3,34.2006,118.3586,33.4342,112.0117,1
1655,1938,1846,1,41.9808,87.9067,37.6189,122.375,1
645,839,1337,5,35.2139,80.9431,39.8617,104.6731,0
720,1100,990,3,41.7861,87.7525,28.4294,81.3089,0
830,1009,445,2,36.0978,79.9372,40.6925,74.1686,0
2035,2332,1127,1,26.0726,80.1528,42.2125,83.3533,1
1925,2134,325,7,34.0561,117.6011,33.4342,112.0117,1
612,830,762,3,33.6367,84.4281,40.7772,73.8725,0
1100,1255,689,5,29.9933,90.2581,39.2975,94.7139,0
825,1151,833,1,33.9425,118.4072,38.8058,104.7008,0
600,717,238,4,35.4339,119.0578,37.6189,122.375,0
1305,1532,408,1,44.8819,93.2217,42.8808,85.5228,1
500,713,738,4,42.3631,71.0064,33.6797,78.9283,1
1804,2013,735,4,33.4342,112.0117,43.5644,116.2228,1
940,1236,2279,7,35.2139,80.9431,47.45,122.3117,1
1218,1440,1587,6,33.6367,84.4281,33.4342,112.0117,1
1235,1430,969,5,38.8522,77.0378,29.9933,90.2581,0
1750,2024,2125,4,35.2139,80.9431,33.9425,118.4072,1
1341,1456,646,4,35.8778,78.7875,41.9808,87.9067,0
730,1520,2419,1,37.6189,122.375,38.9475,77.46,0
2305,105,602,5,39.8617,104.6731,33.4342,112.0117,0
1750,1845,621,5,33.4342,112.0117,37.3628,121.9292,0
2020,2222,1514,4,41.9808,87.9067,36.08,115.1522,1
1018,1121,113,3,42.2344,85.5517,42.2125,83.3533,0
750,1023,728,6,42.3631,71.0064,35.2139,80.9431,0
940,1353,2556,6,33.9425,118.4072,21.3187,157.9225,1
1825,2109,1744,6,41.9808,87.9067,33.9425,118.4072,1
1534,2359,2586,3,37.6189,122.375,40.6397,73.7789,0
1535,2249,1946,7,33.9425,118.4072,33.6367,84.4281,1
1830,2040,723,3,47.62,117.5339,37.7214,122.2208,0
630,1407,2079,4,37.6189,122.375,42.2125,83.3533,0
1545,1628,399,7,43.5644,116.2228,47.45,122.3117,0
620,1208,1608,3,37.3628,121.9292,29.9844,95.3414,0
1423,1557,334,7,44.8819,93.2217,41.9808,87.9067,1
1815,2204,2917,2,33.4342,112.0117,21.3187,157.9225,0
2020,2345,967,4,37.6189,122.375,39.8617,104.6731,0
1107,1239,1747,7,33.6367,84.4281,36.08,115.1522,1
600,815,562,2,33.5639,86.7522,29.9844,95.3414,0
710,1012,983,1,42.2125,83.3533,27.9756,82.5333,1
1455,1844,1189,6,28.4294,81.3089,18.4394,66.0019,0
1257,1842,1572,4,43.6072,110.7378,33.6367,84.4281,0
1215,1529,731,7,32.8969,97.0381,33.6367,84.4281,0
720,924,926,4,39.9981,82.8919,32.8969,97.0381,0
2225,2345,423,2,32.8472,96.8517,35.0425,89.9767,1
655,815,642,6,37.5053,77.3197,41.9808,87.9067,1
700,917,636,5,40.6397,73.7789,32.8986,80.0406,1
1205,1254,106,7,33.6367,84.4281,35.0353,85.2036,0
1530,1650,373,2,33.9425,118.4072,38.6956,121.5908,1
1434,1656,1635,5,29.9844,95.3414,37.6189,122.375,0
1116,1253,909,2,39.8617,104.6731,38.6956,121.5908,1
2030,2120,216,6,19.7202,155.0483,21.3187,157.9225,0
1500,1600,239,4,29.6456,95.2789,32.8472,96.8517,1
1125,1235,305,6,29.9844,95.3414,29.9933,90.2581,1
1520,1859,989,7,40.7883,111.9778,32.8969,97.0381,0
1100,1240,391,5,40.7883,111.9778,39.8617,104.6731,0
935,1205,834,4,45.5883,122.5975,33.9425,118.4072,0
1216,1517,946,1,42.3631,71.0064,33.6367,84.4281,1
225,650,1448,4,61.1744,149.9964,47.45,122.3117,0
700,1020,2475,5,40.6397,73.7789,33.9425,118.4072,1
2155,2303,200,3,40.6925,74.1686,42.3631,71.0064,0
727,755,235,1,42.2125,83.3533,41.9808,87.9067,1
1254,1520,328,4,36.1244,86.6783,35.2139,80.9431,1
1930,2125,1476,1,30.1944,97.67,37.3628,121.9292,1
1535,1752,802,4,32.8969,97.0381,41.9808,87.9067,1
630,805,391,7,40.7883,111.9778,39.8617,104.6731,0
1441,1655,752,4,NA,NA,39.8617,104.6731,0
1905,2010,236,2,36.08,115.1522,33.9425,118.4072,0
1920,2241,2496,5,42.3631,71.0064,47.45,122.3117,1
1130,1441,625,7,33.5639,86.7522,42.2125,83.3533,0
1455,1621,299,6,41.5339,93.6631,41.9808,87.9067,0
742,918,334,4,41.9808,87.9067,44.8819,93.2217,0
1855,2142,954,6,33.9425,118.4072,47.45,122.3117,0
1145,1405,666,6,39.8722,75.2408,33.6367,84.4281,1
1645,1858,1616,3,32.8969,97.0381,45.5883,122.5975,1
1600,1859,612,4,41.9808,87.9067,38.8522,77.0378,0
715,1004,859,2,41.9389,72.6833,33.6367,84.4281,0
1940,2215,1005,1,39.7172,86.2947,26.0726,80.1528,1
1330,1630,680,2,39.8617,104.6731,44.8819,93.2217,0
555,903,731,5,32.8969,97.0381,33.6367,84.4281,0
1812,1924,247,7,29.5336,98.4697,32.8969,97.0381,1
1755,1857,528,4,42.2125,83.3533,44.8819,93.2217,1
741,1027,551,7,32.4467,93.8256,33.6367,84.4281,0
948,1046,565,4,33.6367,84.4281,40.6642,89.6933,0
755,925,404,5,28.4294,81.3089,33.6367,84.4281,0
1440,1637,1044,4,39.2975,94.7139,33.4342,112.0117,0
1330,1430,220,4,39.1753,76.6683,40.7953,73.1003,0
2120,506,2218,3,33.9425,118.4072,28.4294,81.3089,1
800,1008,1488,4,39.7172,86.2947,33.4342,112.0117,1
1207,1445,983,4,27.9756,82.5333,42.2125,83.3533,0
1300,1359,227,5,32.8969,97.0381,35.3367,94.3675,1
841,927,163,3,21.3187,157.9225,19.7388,156.0456,0
1520,1741,760,6,33.6367,84.4281,40.6397,73.7789,0
1536,1724,1046,3,18.4394,66.0019,26.0726,80.1528,1
1125,1258,862,7,29.9844,95.3414,39.8617,104.6731,1
1353,1514,761,1,33.6367,84.4281,35.3931,97.6008,1
1745,1919,481,2,33.6367,84.4281,37.5053,77.3197,0
700,823,444,6,32.8986,80.0406,38.8522,77.0378,0
1520,1819,1118,1,26.0726,80.1528,41.5042,74.1047,0
600,745,545,5,26.6832,80.0956,33.6367,84.4281,0
757,907,209,2,40.6925,74.1686,42.9328,71.4358,1
1025,1125,197,7,27.9756,82.5333,26.0726,80.1528,0
1815,2249,1609,5,29.6456,95.2789,42.3631,71.0064,0
1450,1631,524,1,45.7775,111.1519,39.8617,104.6731,0
1000,1245,954,7,33.9425,118.4072,47.45,122.3117,1
600,729,356,5,35.8778,78.7875,33.6367,84.4281,1
2220,2324,214,2,33.6367,84.4281,32.1275,81.2022,0
830,940,293,4,32.8472,96.8517,33.6636,101.8228,1
1450,1555,229,7,32.8969,97.0381,31.3578,100.4964,1
1750,1925,337,7,37.6189,122.375,33.9425,118.4072,0
1400,1545,670,2,29.6456,95.2789,36.1244,86.6783,1
625,746,655,2,40.6522,75.4403,41.9808,87.9067,0
645,1027,2717,7,26.0726,80.1528,47.45,122.3117,0
730,913,414,7,37.6189,122.375,36.08,115.1522,0
730,1047,2402,6,39.8722,75.2408,33.9425,118.4072,1
1205,1624,1400,1,29.9844,95.3414,40.6925,74.1686,0
946,1315,964,4,29.9844,95.3414,25.7932,80.2906,0
2105,25,942,4,36.1244,86.6783,42.3631,71.0064,1
725,835,308,5,33.9425,118.4072,37.3628,121.9292,0
1456,1655,566,4,33.6367,84.4281,41.7083,86.3172,0
1335,1647,1416,7,40.7772,73.8725,29.9844,95.3414,0
2226,2331,156,6,33.9425,118.4072,35.2372,120.6425,0
833,913,100,1,21.3187,157.9225,20.8986,156.4306,0
605,805,547,3,38.8522,77.0378,33.6367,84.4281,0
2030,2249,1121,6,25.7932,80.2906,32.8969,97.0381,0
700,1313,1846,3,37.6189,122.375,41.9808,87.9067,0
620,939,1372,3,40.6925,74.1686,32.8969,97.0381,0
1400,1541,391,5,39.8617,104.6731,40.7883,111.9778,1
1510,2017,1303,7,32.7336,117.1897,29.9844,95.3414,1
1025,1508,1597,5,29.9844,95.3414,42.3631,71.0064,0
720,1050,882,4,38.7486,90.37,28.4294,81.3089,0
540,725,1371,1,38.7486,90.37,36.08,115.1522,0
1850,1950,197,4,27.9756,82.5333,26.0726,80.1528,1
700,848,605,5,38.6956,121.5908,47.45,122.3117,1
740,950,1189,5,18.4394,66.0019,28.4294,81.3089,0
830,1040,1237,1,18.4394,66.0019,27.9756,82.5333,0
2223,32,746,6,33.6367,84.4281,40.6925,74.1686,NA
1259,1613,2465,5,40.6397,73.7789,33.8178,118.1517,1
2105,2359,626,5,32.7336,117.1897,40.7883,111.9778,0
753,940,529,3,33.6797,78.9283,26.0726,80.1528,1
1120,1320,602,1,39.8617,104.6731,33.4342,112.0117,1
910,1025,302,1,29.9933,90.2581,29.6456,95.2789,0
550,839,1065,2,26.0726,80.1528,40.6925,74.1686,0
1300,1450,581,2,33.6367,84.4281,26.0726,80.1528,0
535,849,804,5,39.4992,119.7681,39.8617,104.6731,0
1440,1652,636,5,40.6397,73.7789,32.8986,80.0406,1
1945,2308,964,5,29.9844,95.3414,25.7932,80.2906,1
1245,1516,932,6,26.0726,80.1528,39.0489,84.6678,1
1845,2029,1824,2,41.4094,81.855,36.08,115.1522,NA
2020,2350,1017,1,32.8969,97.0381,26.5362,81.7553,1
533,744,867,5,42.3631,71.0064,41.9808,87.9067,0
2215,15,639,4,39.8617,104.6731,32.1161,110.9411,0
900,1015,362,5,37.7214,122.2208,34.0561,117.6011,0
1620,1949,1009,7,33.4342,112.0117,29.9844,95.3414,1
955,1755,2425,6,32.7336,117.1897,40.6925,74.1686,1
1937,2141,151,5,34.6372,86.775,33.6367,84.4281,0
1640,1813,862,2,39.8617,104.6731,33.9425,118.4072,1
700,952,1185,3,27.9756,82.5333,42.3631,71.0064,0
2120,2340,448,1,36.1244,86.6783,41.4094,81.855,1
1125,1445,853,6,32.7336,117.1897,39.8617,104.6731,0
605,820,748,5,36.7761,119.7181,47.45,122.3117,0
1830,1930,159,6,36.8947,76.2011,39.1753,76.6683,1
1030,1150,328,5,35.0403,106.6092,33.4342,112.0117,0
2018,2113,113,1,42.2125,83.3533,42.2344,85.5517,1
1237,1337,192,1,33.6367,84.4281,33.9389,81.1194,0
1015,1240,1587,7,33.6367,84.4281,33.4342,112.0117,0
940,1258,2446,1,40.6397,73.7789,32.7336,117.1897,0
940,1045,236,6,36.08,115.1522,33.9425,118.4072,1
910,1000,475,4,35.8111,83.9939,41.9808,87.9067,0
1421,1720,946,3,42.3631,71.0064,33.6367,84.4281,0
1911,2040,351,5,32.3111,90.0758,29.9844,95.3414,0
2155,2320,1313,4,29.6456,95.2789,32.7336,117.1897,0
620,930,738,5,42.9472,87.8967,40.7772,73.8725,0
850,1045,585,5,36.1983,95.8881,41.9808,87.9067,0
1207,1301,216,3,21.3187,157.9225,19.7202,155.0483,1
2151,135,1045,6,25.7932,80.2906,18.4394,66.0019,0
545,831,937,1,40.6925,74.1686,28.4294,81.3089,0
1550,1752,122,5,41.9808,87.9067,42.2344,85.5517,0
2055,2110,338,2,33.4342,112.0117,33.6756,117.8683,1
830,1015,391,5,39.8617,104.6731,40.7883,111.9778,0
1415,2240,2475,5,33.9425,118.4072,40.6397,73.7789,0
945,1240,1052,1,40.7953,73.1003,26.6832,80.0956,1
1410,1540,391,3,39.8617,104.6731,40.7883,111.9778,0
1635,1754,308,1,33.9425,118.4072,37.3628,121.9292,1
1453,1634,507,1,33.4342,112.0117,40.7883,111.9778,1
1033,1414,2367,2,37.6189,122.375,19.7388,156.0456,0
635,845,838,2,45.5883,122.5975,34.0561,117.6011,0
630,850,402,2,41.7861,87.7525,40.4914,80.2328,0
645,855,2039,1,28.4294,81.3089,36.08,115.1522,1
815,1040,834,7,33.9425,118.4072,45.5883,122.5975,0
1530,1932,1182,7,41.9808,87.9067,26.0726,80.1528,1
1610,1830,666,7,39.8722,75.2408,33.6367,84.4281,0
1950,2240,411,6,44.8819,93.2217,41.7083,86.3172,1
705,1302,1721,1,47.45,122.3117,41.9808,87.9067,0
1055,1200,281,5,39.1753,76.6683,42.9406,78.7322,1
1120,1340,2139,2,33.6367,84.4281,37.6189,122.375,1
1705,1825,419,1,29.6456,95.2789,35.3931,97.6008,1
705,916,563,3,42.3631,71.0064,41.4094,81.855,0
905,925,365,4,32.1161,110.9411,36.08,115.1522,0
2000,2030,496,2,29.5336,98.4697,31.8072,106.3775,0
1045,1212,292,1,37.5053,77.3197,40.7772,73.8725,0
2126,2325,620,4,33.6367,84.4281,40.1936,76.7633,0
850,1034,888,6,41.9808,87.9067,39.8617,104.6731,1
530,655,1201,2,41.4094,81.855,39.8617,104.6731,0
1100,1318,214,4,36.1244,86.6783,33.6367,84.4281,0
1439,1700,646,1,42.7492,73.8019,35.2139,80.9431,0
1800,2003,640,3,42.8808,85.5228,33.6367,84.4281,0
2030,25,2153,5,40.6397,73.7789,33.4342,112.0117,1
1447,1619,907,2,33.6367,84.4281,44.8819,93.2217,1
1845,1940,651,2,32.8472,96.8517,39.8617,104.6731,1
730,1505,2288,3,33.9425,118.4072,38.9475,77.46,0
1255,1913,1846,5,37.6189,122.375,41.9808,87.9067,1
1049,1155,647,5,33.4342,112.0117,38.6956,121.5908,1
747,935,909,6,39.8617,104.6731,38.6956,121.5908,0
616,815,409,1,36.1244,86.6783,41.9808,87.9067,NA
2240,16,868,7,32.8969,97.0381,33.4342,112.0117,1
2025,2342,1197,2,42.3631,71.0064,26.6832,80.0956,0
1630,1851,1592,3,38.7486,90.37,33.9425,118.4072,0
545,814,1091,6,41.4094,81.855,29.9844,95.3414,0
1155,1227,425,2,33.6367,84.4281,29.9933,90.2581,0
1500,1922,1562,4,32.8969,97.0381,42.3631,71.0064,1
1441,1608,351,5,32.3111,90.0758,29.9844,95.3414,0
1435,1641,134,1,33.5639,86.7522,33.6367,84.4281,1
1440,1955,1482,4,45.5883,122.5975,39.2975,94.7139,0
2035,2359,1237,7,42.3631,71.0064,26.0726,80.1528,1
800,1235,1129,2,32.7336,117.1897,29.5336,98.4697,0
722,1049,966,1,29.9844,95.3414,26.0726,80.1528,0
2005,2307,733,2,41.9808,87.9067,40.7772,73.8725,0
730,1505,2139,5,37.6189,122.375,33.6367,84.4281,0
1525,1715,495,1,39.1753,76.6683,38.1742,85.7364,1
1345,1642,607,1,41.9808,87.9067,43.1111,76.1064,1
2025,2325,1096,5,25.7932,80.2906,40.7772,73.8725,1
2040,2137,1055,3,32.8969,97.0381,36.08,115.1522,0
1545,1714,347,7,40.7883,111.9778,45.7775,111.1519,0
1845,2110,451,5,33.9425,118.4072,32.1161,110.9411,0
704,942,453,5,34.7294,92.2244,33.6367,84.4281,0
1954,2121,803,4,33.6367,84.4281,31.0672,97.8289,1
805,930,354,2,27.7704,97.5011,32.8969,97.0381,0
511,837,991,4,45.5883,122.5975,39.8617,104.6731,0
1830,2115,1754,7,42.3631,71.0064,39.8617,104.6731,0
555,710,351,7,36.1983,95.8881,38.7486,90.37,1
1350,1845,1243,4,34.2006,118.3586,32.8472,96.8517,1
620,740,1235,4,29.6456,95.2789,36.08,115.1522,0
1745,1913,209,7,42.9328,71.4358,40.6925,74.1686,NA
1615,1722,196,5,39.8722,75.2408,41.9389,72.6833,0
1105,1304,563,6,40.7772,73.8725,33.6797,78.9283,0
1215,1341,353,7,37.1514,107.7539,33.4342,112.0117,1
922,1026,651,3,35.2139,80.9431,29.9933,90.2581,0
1900,2047,874,2,33.6367,84.4281,29.5336,98.4697,0
1943,2115,200,1,42.3631,71.0064,40.6925,74.1686,1
1025,1135,213,5,44.7775,89.6667,41.9808,87.9067,1
1346,1501,262,2,34.4261,119.8414,37.6189,122.375,0
1250,1551,731,1,32.8969,97.0381,33.6367,84.4281,1
726,924,666,1,33.6367,84.4281,39.8722,75.2408,1
700,946,1080,2,26.5362,81.7553,40.7772,73.8725,0
700,952,1185,3,27.9756,82.5333,42.3631,71.0064,0
930,1258,1076,4,40.7772,73.8725,26.0726,80.1528,0
1200,1310,1164,4,30.1944,97.67,32.7336,117.1897,1
715,1146,1504,5,30.1944,97.67,40.6925,74.1686,0
1107,1251,463,5,40.7883,111.9778,47.4828,111.3706,0
830,1635,2378,3,47.45,122.3117,39.8722,75.2408,0
1535,1640,140,4,29.9844,95.3414,30.1944,97.67,1
2033,2155,680,3,44.8819,93.2217,39.8617,104.6731,1
1755,2035,954,4,33.9425,118.4072,47.45,122.3117,1
1718,2030,731,7,32.8969,97.0381,33.6367,84.4281,1
715,830,417,3,37.3628,121.9292,32.7336,117.1897,1
930,1121,1337,7,35.2139,80.9431,39.8617,104.6731,0
810,940,404,3,33.6756,117.8683,38.6956,121.5908,0
