CRS_DEP_TIME,CRS_ARR_TIME,DISTANCE,DAY_OF_WEEK,origin_lat,origin_lng,dest_lat,dest_lng,arrivedLate
600,700,239,3,29.6456,95.2789,32.8472,96.8517,0
1820,2010,655,6,28.4294,81.3089,36.8947,76.2011,0
1545,1725,543,6,37.7214,122.2208,45.5883,122.5975,1
1459,1625,862,6,39.8617,104.6731,33.9425,118.4072,1
603,850,820,4,40.6925,74.1686,30.4942,81.6878,0
1110,1440,1009,1,33.4342,112.0117,29.9844,95.3414,0
1942,2109,1749,7,42.2125,83.3533,36.08,115.1522,0
1740,2253,1379,1,33.9425,118.4072,29.9844,95.3414,1
1027,1135,174,1,39.8442,89.6781,41.9808,87.9067,1
1045,1255,584,7,33.5639,86.7522,41.9808,87.9067,1
1215,1535,895,6,39.8617,104.6731,41.7861,87.7525,0
1548,1625,100,2,20.8986,156.4306,21.3187,157.9225,1
1140,1533,1182,1,29.9933,90.2581,40.6397,73.7789,0
1125,1248,299,2,41.5339,93.6631,41.9808,87.9067,1
1530,1638,191,5,29.5336,98.4697,29.9844,95.3414,1
1825,2225,1182,1,41.9808,87.9067,26.0726,80.1528,1
1200,1455,651,7,39.8617,104.6731,32.8472,96.8517,1
845,1655,2454,3,33.9425,118.4072,40.6925,74.1686,0
1745,1939,496,2,42.3631,71.0064,40.4914,80.2328,1
1245,1343,109,2,33.9425,118.4072,32.7336,117.1897,0
850,1220,979,7,38.7486,90.37,26.5362,81.7553,0
850,1133,1744,3,41.9808,87.9067,33.9425,118.4072,1
805,910,588,5,40.7883,111.9778,37.7214,122.2208,0
815,1042,861,5,28.4294,81.3089,39.8722,75.2408,0
730,840,258,7,32.7336,117.1897,36.08,115.1522,1
1130,1520,1013,3,39.2231,106.8689,41.9808,87.9067,0
705,904,432,1,39.7172,86.2947,33.6367,84.4281,1
1235,1422,563,7,41.4094,81.855,42.3631,71.0064,0
1150,1656,1299,6,36.08,115.1522,44.8819,93.2217,0
1230,1403,372,4,37.6189,122.375,33.6756,117.8683,1
1605,1732,427,4,29.9844,95.3414,30.6914,88.2428,0
1529,1904,1096,6,40.7772,73.8725,25.7932,80.2906,1
1855,2029,391,2,39.8617,104.6731,40.7883,111.9778,1
1640,38,2419,5,37.6189,122.375,38.9475,77.46,1
2025,2210,583,5,32.8969,97.0381,41.3031,95.8942,0
755,915,297,7,42.9472,87.8967,44.8819,93.2217,NA
609,800,861,7,39.9025,84.2194,32.8969,97.0381,NA
2148,545,2329,4,33.9425,118.4072,39.1753,76.6683,0
1520,1735,853,3,32.8969,97.0381,42.9472,87.8967,0
1520,1715,461,1,40.7772,73.8725,36.0978,79.9372,1
1350,1608,787,3,28.4294,81.3089,39.1753,76.6683,1
2000,2330,1108,5,32.8472,96.8517,26.0726,80.1528,0
1925,2055,236,4,36.08,115.1522,33.9425,118.4072,1
700,926,1158,3,37.5053,77.3197,32.8969,97.0381,0
900,1034,337,7,33.9425,118.4072,37.6189,122.375,0
748,1004,794,2,41.9808,87.9067,30.4733,87.1867,0
1300,1517,304,5,32.7336,117.1897,33.4342,112.0117,0
2230,2335,220,7,39.1753,76.6683,40.7953,73.1003,1
1859,2245,2704,1,42.3631,71.0064,37.6189,122.375,1
1823,2135,669,5,42.9472,87.8967,33.6367,84.4281,1
635,830,547,6,38.8522,77.0378,33.6367,84.4281,0
925,1115,587,3,35.8778,78.7875,27.9756,82.5333,0
2050,10,957,4,37.7214,122.2208,39.8617,104.6731,1
740,1001,679,4,47.45,122.3117,37.6189,122.375,1
1115,1307,989,4,32.8969,97.0381,40.7883,111.9778,1
640,1127,1569,7,29.5336,98.4697,40.6925,74.1686,0
1245,1335,181,1,32.8472,96.8517,35.3931,97.6008,1
1825,2050,820,2,30.4942,81.6878,40.6925,74.1686,NA
750,943,550,1,37.6189,122.375,45.5883,122.5975,0
1005,1305,711,4,41.7861,87.7525,40.6925,74.1686,0
1500,1641,405,3,38.8522,77.0378,42.2125,83.3533,1
1755,1939,930,1,35.2139,80.9431,44.8819,93.2217,1
1555,1948,1120,4,41.9808,87.9067,26.5362,81.7553,0
715,1035,2422,4,40.6397,73.7789,47.45,122.3117,0
1320,1557,1041,6,27.3954,82.5544,40.6397,73.7789,1
930,1104,383,1,30.5328,91.15,32.8969,97.0381,1
540,850,1089,1,40.6397,73.7789,25.7932,80.2906,0
1300,1618,788,6,29.9844,95.3414,38.1742,85.7364,0
1210,1310,277,1,26.2285,97.6544,29.6456,95.2789,1
2010,2255,616,1,36.1244,86.6783,28.4294,81.3089,1
945,1105,345,6,36.08,115.1522,39.4992,119.7681,1
630,900,925,4,26.0726,80.1528,39.1753,76.6683,0
2347,840,2917,2,21.3187,157.9225,33.4342,112.0117,1
900,1058,867,7,42.3631,71.0064,41.9808,87.9067,1
1805,1905,89,1,34.4261,119.8414,33.9425,118.4072,0
1630,1851,1535,3,44.8819,93.2217,33.9425,118.4072,0
740,1501,1946,2,33.9425,118.4072,33.6367,84.4281,0
2100,550,2717,4,47.45,122.3117,26.0726,80.1528,0
1200,1341,888,4,41.9808,87.9067,39.8617,104.6731,1
600,844,558,5,34.0561,117.6011,40.7883,111.9778,0
639,905,1995,2,39.9981,82.8919,33.9425,118.4072,1
1155,1412,1095,5,35.2139,80.9431,29.5336,98.4697,0
1200,1532,2475,4,40.6397,73.7789,33.9425,118.4072,0
1440,1654,637,4,40.6925,74.1686,41.7083,86.3172,1
700,904,1189,5,18.4394,66.0019,28.4294,81.3089,0
1125,1357,1310,2,28.4294,81.3089,44.8819,93.2217,0
1608,1859,1931,1,28.4294,81.3089,40.7883,111.9778,1
2155,2220,402,4,40.4914,80.2328,41.7861,87.7525,1
834,940,190,7,30.1944,97.67,32.8969,97.0381,1
2350,707,2486,5,20.8986,156.4306,33.9425,118.4072,0
615,750,587,2,32.8472,96.8517,33.5639,86.7522,0
735,1003,1558,6,39.8722,75.2408,39.8617,104.6731,1
2210,2335,472,1,32.8986,80.0406,39.1753,76.6683,0
1535,1720,562,1,29.9844,95.3414,33.5639,86.7522,1
745,915,372,1,33.6756,117.8683,37.6189,122.375,0
1455,1639,907,7,33.6367,84.4281,44.8819,93.2217,0
855,1200,1437,1,41.9808,87.9067,43.5644,116.2228,1
1648,1807,1123,1,42.2125,83.3533,39.8617,104.6731,1
1405,1650,528,1,41.9808,87.9067,NA,NA,1
1150,1543,2994,2,40.7883,111.9778,21.3187,157.9225,1
1450,1726,2125,2,35.2139,80.9431,33.9425,118.4072,1
1520,1645,447,7,37.6189,122.375,32.7336,117.1897,1
930,1203,728,7,42.3631,71.0064,35.2139,80.9431,0
1245,1517,1005,6,27.9756,82.5333,40.6397,73.7789,1
1025,1345,909,1,38.6956,121.5908,39.8617,104.6731,0
1749,1854,257,7,35.2139,80.9431,37.5053,77.3197,0
2326,55,868,7,32.8969,97.0381,33.4342,112.0117,1
1650,654,4817,4,21.3187,157.9225,38.9475,77.46,0
715,854,868,2,32.8969,97.0381,33.4342,112.0117,1
2020,2357,2576,4,40.6397,73.7789,37.7214,122.2208,NA
625,746,655,4,40.6522,75.4403,41.9808,87.9067,0
1443,1520,100,3,20.8986,156.4306,21.3187,157.9225,1
819,1010,430,3,41.4094,81.855,35.2139,80.9431,0
1310,2111,2446,5,37.6189,122.375,28.4294,81.3089,0
2315,612,1749,5,36.08,115.1522,42.2125,83.3533,0
2245,458,1744,1,33.9425,118.4072,41.9808,87.9067,1
1752,1840,110,7,33.4342,112.0117,32.1161,110.9411,0
2040,2220,569,5,45.5883,122.5975,37.3628,121.9292,1
1915,2035,692,2,33.6367,84.4281,39.2975,94.7139,0
1315,1637,769,3,40.4811,107.2178,32.8969,97.0381,0
1700,1936,944,1,28.4294,81.3089,40.6397,73.7789,1
2135,553,2586,5,37.6189,122.375,40.6397,73.7789,0
1650,1813,377,4,33.6367,84.4281,34.2706,77.9025,0
2005,2153,900,7,42.2125,83.3533,35.3931,97.6008,0
2015,2055,495,5,35.3931,97.6008,39.8617,104.6731,1
1900,2020,353,7,37.7214,122.2208,33.8178,118.1517,1
735,950,825,6,29.9933,90.2581,41.7861,87.7525,0
900,1049,667,7,28.4294,81.3089,37.5053,77.3197,0
2225,2340,668,2,39.8722,75.2408,41.7861,87.7525,0
2000,2220,1242,4,26.0726,80.1528,39.2975,94.7139,1
750,955,1024,1,39.8617,104.6731,47.45,122.3117,0
1350,1639,1180,6,26.5362,81.7553,41.9389,72.6833,1
1835,2354,1489,4,47.45,122.3117,39.2975,94.7139,NA
845,1054,612,4,42.3631,71.0064,35.8778,78.7875,0
950,1538,1754,5,39.8617,104.6731,42.3631,71.0064,1
1322,1601,977,2,30.1944,97.67,41.9808,87.9067,1
1745,1910,717,5,42.7492,73.8019,41.7861,87.7525,1
1830,1942,247,3,29.5336,98.4697,32.8969,97.0381,1
1715,2043,1096,6,40.7772,73.8725,25.7932,80.2906,1
1435,1759,1623,6,18.3373,64.9733,40.6397,73.7789,0
645,805,362,2,34.0561,117.6011,37.7214,122.2208,0
943,1035,74,6,42.7786,84.5867,42.2125,83.3533,0
1350,1455,253,4,29.9844,95.3414,30.5328,91.15,0
1540,1812,1744,6,41.9808,87.9067,33.9425,118.4072,0
850,1020,484,5,29.6456,95.2789,35.0425,89.9767,1
1736,1858,349,5,NA,NA,42.2125,83.3533,0
1240,1400,345,4,36.08,115.1522,39.4992,119.7681,0
1850,2049,1009,6,29.9844,95.3414,33.4342,112.0117,1
1310,1750,1139,3,36.08,115.1522,39.2975,94.7139,0
1105,1148,100,6,21.3187,157.9225,20.8986,156.4306,0
1835,2344,1379,6,33.9425,118.4072,29.9844,95.3414,1
1240,1515,1190,4,38.9475,77.46,29.9844,95.3414,0
1415,1616,516,3,36.8947,76.2011,33.6367,84.4281,0
1437,1659,867,4,47.45,122.3117,36.08,115.1522,1
940,1105,436,5,29.9933,90.2581,32.8472,96.8517,1
1825,1950,395,5,36.1244,86.6783,41.7861,87.7525,NA
2315,501,1744,3,33.9425,118.4072,41.9808,87.9067,1
2123,530,2454,1,33.9425,118.4072,40.6925,74.1686,1
2120,2325,818,5,39.7172,86.2947,42.3631,71.0064,0
1945,2114,337,1,37.6189,122.375,33.9425,118.4072,1
805,925,328,7,35.0403,106.6092,33.4342,112.0117,0
1429,1626,534,2,38.9475,77.46,33.6367,84.4281,1
1740,2320,1737,1,33.4342,112.0117,41.4094,81.855,1
713,748,100,1,20.8986,156.4306,21.3187,157.9225,0
905,1050,543,6,37.7214,122.2208,45.5883,122.5975,0
745,1127,1258,5,42.3631,71.0064,25.7932,80.2906,0
1255,1436,468,5,35.2139,80.9431,28.4294,81.3089,1
1124,1256,455,5,39.8617,104.6731,45.8078,108.5428,1
1445,1628,507,2,35.2139,80.9431,27.9756,82.5333,0
624,725,573,4,46.9297,98.6783,39.8617,104.6731,0
1000,1245,1035,4,26.6832,80.0956,40.7772,73.8725,0
1000,1258,1062,4,26.0726,80.1528,41.4094,81.855,1
1111,1438,991,7,45.5883,122.5975,39.8617,104.6731,0
1340,1450,236,6,36.08,115.1522,33.9425,118.4072,1
1315,1605,668,2,41.7861,87.7525,39.8722,75.2408,0
1239,1342,190,3,30.1944,97.67,32.8969,97.0381,1
1523,1700,334,2,41.9808,87.9067,44.8819,93.2217,0
945,1059,612,5,38.8522,77.0378,41.9808,87.9067,0
900,1156,1076,6,26.0726,80.1528,40.7772,73.8725,0
800,1308,1269,7,35.0403,106.6092,33.6367,84.4281,0
905,1011,204,6,27.9756,82.5333,25.7932,80.2906,1
1910,2245,990,1,41.7861,87.7525,28.4294,81.3089,1
1759,1824,328,7,35.2139,80.9431,36.1244,86.6783,1
1630,1904,946,5,33.6367,84.4281,42.3631,71.0064,1
1835,42,1846,2,37.6189,122.375,41.9808,87.9067,0
910,1022,641,4,32.8969,97.0381,39.8617,104.6731,1
1758,1933,369,6,39.1753,76.6683,42.3631,71.0064,0
700,825,353,2,33.8178,118.1517,37.7214,122.2208,1
610,845,925,1,39.1753,76.6683,26.0726,80.1528,0
1557,1849,1487,3,26.0726,80.1528,44.8819,93.2217,1
1500,2151,1747,7,36.08,115.1522,33.6367,84.4281,0
725,1315,1481,7,40.7883,111.9778,42.2125,83.3533,0
830,1032,500,1,42.2125,83.3533,35.2139,80.9431,0
2315,5,159,3,39.1753,76.6683,36.8947,76.2011,1
1253,1541,629,5,39.2975,94.7139,42.2125,83.3533,1
2121,2143,271,2,33.6367,84.4281,30.4733,87.1867,1
900,1605,1910,6,36.08,115.1522,40.4914,80.2328,0
510,854,930,2,44.8819,93.2217,35.2139,80.9431,0
1300,1640,930,3,44.8819,93.2217,35.2139,80.9431,1
950,1025,425,4,33.6367,84.4281,29.9933,90.2581,1
1042,1148,223,7,30.3967,84.3503,33.6367,84.4281,1
1415,1722,1598,1,18.4394,66.0019,40.6397,73.7789,0
1655,1921,632,6,42.3631,71.0064,42.2125,83.3533,0
1035,1430,1256,3,39.2975,94.7139,42.3631,71.0064,0
1845,2033,630,5,32.8969,97.0381,39.8442,89.6781,0
2105,2239,397,6,41.9808,87.9067,46.8422,92.1936,NA
1515,2050,1481,5,40.7883,111.9778,42.2125,83.3533,1
1915,2150,1846,2,41.9808,87.9067,37.6189,122.375,1
1125,1245,257,2,44.8819,93.2217,45.4492,98.4219,0
1555,1908,1605,2,18.3373,64.9733,39.8722,75.2408,0
1112,1241,354,1,33.8178,118.1517,37.6189,122.375,0
1555,1745,1048,7,27.9756,82.5333,39.2975,94.7139,1
710,815,201,1,29.9844,95.3414,30.2053,91.9875,0
735,840,223,4,36.08,115.1522,34.2006,118.3586,0
1955,2115,337,3,39.1753,76.6683,39.9981,82.8919,0
650,747,106,3,35.0353,85.2036,33.6367,84.4281,0
1540,1925,1209,7,32.8472,96.8517,39.1753,76.6683,1
1505,1622,262,1,32.5108,92.0378,29.9844,95.3414,0
1339,1734,1047,1,43.6072,110.7378,32.8969,97.0381,1
1244,1240,151,7,33.6367,84.4281,34.6372,86.775,0
1602,1724,689,4,40.7883,111.9778,47.45,122.3117,1
1704,2329,1990,5,40.7883,111.9778,40.6397,73.7789,0
915,1125,214,5,36.1244,86.6783,33.6367,84.4281,0
740,845,628,7,39.8617,104.6731,36.08,115.1522,1
2220,10,554,6,33.6367,84.4281,41.4094,81.855,1
1605,1725,369,3,39.1753,76.6683,42.3631,71.0064,0
1405,1647,951,5,26.6832,80.0956,39.8722,75.2408,0
1245,1425,374,7,43.1111,76.1064,42.2125,83.3533,1
1520,1820,641,3,39.8617,104.6731,32.8969,97.0381,0
630,752,358,7,45.9547,112.4975,40.7883,111.9778,0
600,938,1119,2,32.8969,97.0381,26.0726,80.1528,0
540,835,1814,6,40.4914,80.2328,33.4342,112.0117,NA
1845,2345,1390,1,33.9425,118.4072,29.6456,95.2789,1
920,1055,404,3,28.4294,81.3089,33.6367,84.4281,0
1235,1505,1259,6,41.7861,87.7525,40.7883,111.9778,1
2005,2040,425,5,33.6367,84.4281,29.9933,90.2581,1
645,945,759,2,35.0403,106.6092,29.6456,95.2789,0
1007,1048,68,6,18.3373,64.9733,18.4394,66.0019,0
620,840,1620,5,40.7772,73.8725,39.8617,104.6731,0
1313,1407,83,5,46.9297,98.6783,48.1144,98.9086,0
1255,1535,762,5,40.7772,73.8725,33.6367,84.4281,0
1150,1410,828,5,30.4942,81.6878,40.6397,73.7789,0
115,900,2218,3,33.9425,118.4072,28.4294,81.3089,0
1505,1835,1634,4,18.3373,64.9733,40.6925,74.1686,0
825,1229,2486,5,33.9425,118.4072,20.8986,156.4306,0
1135,1336,936,2,35.2139,80.9431,32.8969,97.0381,1
1920,2104,468,7,28.4294,81.3089,35.2139,80.9431,0
1657,1925,837,3,29.9933,90.2581,41.9808,87.9067,0
1440,1631,551,4,33.4342,112.0117,38.8058,104.7008,1
1000,1238,950,7,28.4294,81.3089,40.7772,73.8725,0
1715,2003,1121,4,28.4294,81.3089,42.3631,71.0064,1
1125,1921,2248,3,36.08,115.1522,40.6397,73.7789,0
855,931,425,2,33.6367,84.4281,29.9933,90.2581,1
2025,2257,861,5,39.8722,75.2408,28.4294,81.3089,0
540,850,1072,2,41.7239,71.4283,28.4294,81.3089,0
620,840,859,7,45.5883,122.5975,33.6756,117.8683,0
1645,2320,1624,5,36.08,115.1522,38.1742,85.7364,1
1125,1350,660,2,40.7772,73.8725,39.7172,86.2947,1
1440,1658,632,3,42.3631,71.0064,42.2125,83.3533,1
1550,1919,1562,1,42.3631,71.0064,32.8969,97.0381,1
1235,1245,304,6,33.4342,112.0117,32.7336,117.1897,0
1605,1737,334,2,44.8819,93.2217,41.9808,87.9067,1
1800,2016,802,2,32.8969,97.0381,41.9808,87.9067,1
1159,2028,2585,7,37.6189,122.375,25.7932,80.2906,1
1815,2055,1797,2,36.1244,86.6783,33.9425,118.4072,1
935,1101,377,4,33.6367,84.4281,34.2706,77.9025,0
625,1202,1589,2,37.6189,122.375,44.8819,93.2217,0
1750,1950,1521,6,41.7861,87.7525,36.08,115.1522,0
1723,1757,102,2,21.976,159.3389,21.3187,157.9225,1
850,1010,184,5,42.3631,71.0064,40.7772,73.8725,0
2055,2258,612,6,42.3631,71.0064,35.8778,78.7875,0
1110,1245,414,7,37.6189,122.375,36.08,115.1522,0
2100,2205,319,4,31.9425,102.2019,32.8472,96.8517,0
1050,1349,667,1,31.8072,106.3775,29.9844,95.3414,1
2241,2357,692,3,33.6367,84.4281,39.2975,94.7139,1
1553,1640,163,3,19.7388,156.0456,21.3187,157.9225,0
2100,6,2248,4,40.6397,73.7789,36.08,115.1522,1
1450,1915,1448,5,61.1744,149.9964,47.45,122.3117,0
900,1053,1399,4,44.8819,93.2217,47.45,122.3117,1
2034,2359,2422,4,40.6397,73.7789,47.45,122.3117,1
2230,120,1092,3,26.0726,80.1528,40.7953,73.1003,1
1515,1744,425,2,29.9933,90.2581,33.6367,84.4281,0
530,705,480,5,35.0425,89.9767,41.7861,87.7525,1
1805,2015,663,5,39.1753,76.6683,30.4942,81.6878,0
1912,2145,1011,2,28.4294,81.3089,42.9406,78.7322,1
940,1105,373,1,33.6367,84.4281,39.0489,84.6678,1
1010,1205,1105,7,26.5362,81.7553,41.7861,87.7525,0
1455,1700,594,1,33.6367,84.4281,42.2125,83.3533,0
1425,1701,802,5,41.9808,87.9067,32.8969,97.0381,1
600,851,601,2,39.4992,119.7681,33.4342,112.0117,0
2145,2335,957,3,26.0726,80.1528,29.6456,95.2789,0
2010,2335,1047,7,38.7486,90.37,42.3631,71.0064,1
2137,2333,1009,6,29.9844,95.3414,33.4342,112.0117,1
1800,1848,501,4,29.9844,95.3414,32.6875,103.2169,0
1410,1603,533,7,39.9025,84.2194,40.6925,74.1686,1
855,1223,936,3,32.8969,97.0381,35.2139,80.9431,0
1500,1639,399,5,42.3631,71.0064,38.8522,77.0378,1
1824,2027,728,4,35.2139,80.9431,42.3631,71.0064,1
2212,2246,100,6,20.8986,156.4306,21.3187,157.9225,0
1415,1800,1107,4,47.45,122.3117,33.4342,112.0117,0
1610,1805,529,3,35.2139,80.9431,40.6925,74.1686,1
1518,1729,679,5,47.45,122.3117,37.6189,122.375,0
2005,2216,637,4,40.6925,74.1686,41.7083,86.3172,1
1903,1925,302,3,33.6367,84.4281,30.6914,88.2428,1
1123,1250,862,4,39.8617,104.6731,33.9425,118.4072,0
1500,1740,503,5,44.8819,93.2217,39.7172,86.2947,0
1645,1858,255,3,36.08,115.1522,33.4342,112.0117,0
842,1204,1121,4,42.3631,71.0064,28.4294,81.3089,1
2025,2140,325,2,34.2006,118.3586,37.7214,122.2208,0
2330,23,152,3,33.6367,84.4281,35.8111,83.9939,1
1810,2008,1488,4,39.7172,86.2947,33.4342,112.0117,1
1420,1730,606,5,41.9808,87.9067,33.6367,84.4281,0
645,1148,1205,2,33.6756,117.8683,32.8969,97.0381,0
1508,1717,1189,4,18.4394,66.0019,28.4294,81.3089,1
943,1553,1972,7,33.4342,112.0117,25.7932,80.2906,1
2020,2144,334,5,41.9808,87.9067,44.8819,93.2217,0
829,955,406,4,33.6367,84.4281,27.9756,82.5333,0
620,925,1381,5,40.7772,73.8725,32.8472,96.8517,0
1057,1631,1504,1,37.6189,122.375,30.1944,97.67,1
1800,2005,679,6,37.6189,122.375,47.45,122.3117,1
2300,105,221,3,41.7861,87.7525,42.9656,83.7436,0
1005,1310,993,7,39.8722,75.2408,26.5362,81.7553,0
2217,535,2504,3,19.7388,156.0456,33.9425,118.4072,0
1355,1617,1607,5,26.5362,81.7553,39.8617,104.6731,0
1616,1847,946,6,33.6367,84.4281,42.3631,71.0064,0
630,920,612,3,36.1244,86.6783,27.9756,82.5333,0
1755,1935,895,4,41.7861,87.7525,39.8617,104.6731,1
2200,25,806,4,36.08,115.1522,47.62,117.5339,0
2143,59,1258,5,25.7932,80.2906,42.3631,71.0064,1
1320,1444,306,4,38.1742,85.7364,42.2125,83.3533,1
939,1137,594,2,25.7932,80.2906,33.6367,84.4281,0
1950,2055,231,1,36.08,115.1522,33.8178,118.1517,1
1625,1905,1052,5,26.6832,80.0956,40.7953,73.1003,0
2000,2230,484,4,38.7486,90.37,33.6367,84.4281,1
2230,2335,220,1,39.1753,76.6683,40.7953,73.1003,1
1855,2110,214,2,36.1244,86.6783,33.6367,84.4281,0
1215,1330,302,6,29.9933,90.2581,29.6456,95.2789,0
830,1137,1035,3,40.7772,73.8725,26.6832,80.0956,0
925,1535,1999,4,33.4342,112.0117,39.1753,76.6683,0
1025,1209,507,4,27.9756,82.5333,35.2139,80.9431,0
1435,1559,413,1,38.9475,77.46,42.3631,71.0064,0
700,820,721,4,33.6367,84.4281,32.8472,96.8517,1
1157,1312,208,3,30.7814,83.2761,33.6367,84.4281,0
1105,1251,456,4,37.5053,77.3197,42.2125,83.3533,0
1141,1700,1426,2,45.5883,122.5975,44.8819,93.2217,0
1731,1905,391,5,39.4992,119.7681,33.9425,118.4072,0
850,1005,337,6,37.7214,122.2208,33.9425,118.4072,1
1955,2055,651,2,32.8472,96.8517,39.8617,104.6731,0
840,1209,1009,5,45.5883,122.5975,33.4342,112.0117,1
640,845,640,5,39.9981,82.8919,42.3631,71.0064,0
1551,1734,549,3,42.2125,83.3533,41.9389,72.6833,0
1753,1859,305,6,29.9844,95.3414,29.9933,90.2581,0
1310,2128,2475,7,33.9425,118.4072,40.6397,73.7789,1
1155,1412,1095,4,35.2139,80.9431,29.5336,98.4697,0
1815,2010,588,2,37.65,97.4331,41.9808,87.9067,0
815,1140,1047,7,38.7486,90.37,42.3631,71.0064,0
1009,1130,296,2,38.0364,84.6058,42.2125,83.3533,1
1710,1856,955,4,38.9475,77.46,29.9933,90.2581,0
1246,1545,641,7,39.8617,104.6731,32.8969,97.0381,1
1350,2100,2398,2,21.3187,157.9225,37.6189,122.375,0
545,735,581,3,26.0726,80.1528,33.6367,84.4281,0
1150,1430,867,5,36.08,115.1522,47.45,122.3117,1
700,839,372,1,37.6189,122.375,33.6756,117.8683,0
1425,1545,417,4,37.3628,121.9292,32.7336,117.1897,0
620,948,2584,6,26.0726,80.1528,37.6189,122.375,0
820,1043,899,1,26.0726,80.1528,38.8522,77.0378,1
2128,2242,694,5,33.6367,84.4281,41.8847,91.7108,0
2029,2257,2139,6,33.6367,84.4281,37.6189,122.375,1
1510,1701,453,3,42.2125,83.3533,39.8722,75.2408,0
1240,1442,666,2,33.6367,84.4281,39.8722,75.2408,0
1238,1528,944,7,40.6397,73.7789,28.4294,81.3089,0
1150,1552,1182,7,41.9808,87.9067,26.0726,80.1528,1
1550,1855,1023,2,40.6925,74.1686,26.6832,80.0956,1
742,918,334,4,41.9808,87.9067,44.8819,93.2217,0
650,849,432,3,39.7172,86.2947,33.6367,84.4281,0
705,708,84,6,41.7083,86.3172,41.9808,87.9067,0
1500,1623,262,3,32.5108,92.0378,29.9844,95.3414,0
2015,2135,386,2,37.3628,121.9292,36.08,115.1522,0
1010,1205,706,1,29.5336,98.4697,39.2975,94.7139,0
1956,2133,405,4,42.2125,83.3533,38.8522,77.0378,0
955,1242,1437,4,41.9808,87.9067,32.1161,110.9411,0
1215,1409,545,4,26.6832,80.0956,33.6367,84.4281,0
1000,1255,684,4,35.0425,89.9767,28.4294,81.3089,0
2040,2228,507,2,40.7883,111.9778,33.4342,112.0117,1
1350,1712,1576,6,18.4394,66.0019,39.8722,75.2408,0
59,457,1276,6,33.4342,112.0117,44.8819,93.2217,1
1645,1924,1721,3,41.9808,87.9067,47.45,122.3117,0
1413,1619,1086,2,30.1944,97.67,40.7883,111.9778,1
650,929,954,7,47.45,122.3117,33.9425,118.4072,1
1320,2120,2447,3,37.7214,122.2208,39.1753,76.6683,0
1653,2233,1635,1,37.6189,122.375,29.9844,95.3414,1
1135,1237,584,5,40.7883,111.9778,37.3628,121.9292,0
610,800,474,4,42.3631,71.0064,37.5053,77.3197,0
645,926,802,4,41.9808,87.9067,32.8969,97.0381,0
1505,2055,1728,2,32.7336,117.1897,41.7861,87.7525,0
1211,1411,636,5,32.8986,80.0406,40.6397,73.7789,0
1558,1855,771,2,32.8969,97.0381,35.8111,83.9939,1
915,1155,992,6,26.0726,80.1528,39.8722,75.2408,0
1445,1705,332,1,35.0425,89.9767,33.6367,84.4281,0
1520,1645,447,4,37.6189,122.375,32.7336,117.1897,1
1655,1852,581,1,26.0726,80.1528,33.6367,84.4281,0